SIGLO,AÑO,CALIDADES,GENERO,TOTAL
XVII,1642,INDIA,F,4
XVII,1642,INDIA,M,5
XVII,1642,MESTIZA,F,1
XVII,1642,MESTIZA,M,0
XVII,1642,MORISCA,F,0
XVII,1642,MORISCA,M,0
XVII,1642,MULATA,F,0
XVII,1642,MULATA,M,0
XVII,1642,NEGRA,F,0
XVII,1642,NEGRA,M,0
XVII,1642,SIN_CATEGORÍA,F,0
XVII,1642,SIN_CATEGORÍA,M,0
XVII,1643,CASTIZA,F,0
XVII,1643,CASTIZA,M,0
XVII,1643,ESPAÑOLA,F,0
XVII,1643,ESPAÑOLA,M,3
XVII,1643,INDIA,F,8
XVII,1643,INDIA,M,9
XVII,1643,MESTIZA,F,1
XVII,1643,MESTIZA,M,0
XVII,1643,MORISCA,F,0
XVII,1643,MORISCA,M,0
XVII,1643,MULATA,F,1
XVII,1643,MULATA,M,3
XVII,1643,NEGRA,F,2
XVII,1643,NEGRA,M,0
XVII,1643,SIN_CATEGORÍA,F,1
XVII,1643,SIN_CATEGORÍA,M,2
XVII,1644,CASTIZA,F,0
XVII,1644,CASTIZA,M,0
XVII,1644,ESPAÑOLA,F,1
XVII,1644,ESPAÑOLA,M,0
XVII,1644,INDIA,F,2
XVII,1644,INDIA,M,5
XVII,1644,MESTIZA,F,1
XVII,1644,MESTIZA,M,0
XVII,1644,MORISCA,F,0
XVII,1644,MORISCA,M,0
XVII,1644,MULATA,F,1
XVII,1644,MULATA,M,2
XVII,1644,NEGRA,F,0
XVII,1644,NEGRA,M,0
XVII,1644,SIN_CATEGORÍA,F,0
XVII,1644,SIN_CATEGORÍA,M,0
XVII,1645,CASTIZA,F,0
XVII,1645,CASTIZA,M,0
XVII,1645,ESPAÑOLA,F,3
XVII,1645,ESPAÑOLA,M,1
XVII,1645,INDIA,F,9
XVII,1645,INDIA,M,2
XVII,1645,MESTIZA,F,1
XVII,1645,MESTIZA,M,0
XVII,1645,MORISCA,F,0
XVII,1645,MORISCA,M,0
XVII,1645,MULATA,F,1
XVII,1645,MULATA,M,0
XVII,1645,NEGRA,F,1
XVII,1645,NEGRA,M,0
XVII,1645,SIN_CATEGORÍA,F,0
XVII,1645,SIN_CATEGORÍA,M,0
XVII,1646,CASTIZA,F,0
XVII,1646,CASTIZA,M,0
XVII,1646,ESPAÑOLA,F,2
XVII,1646,ESPAÑOLA,M,5
XVII,1646,INDIA,F,1
XVII,1646,INDIA,M,5
XVII,1646,MESTIZA,F,1
XVII,1646,MESTIZA,M,1
XVII,1646,MORISCA,F,0
XVII,1646,MORISCA,M,0
XVII,1646,MULATA,F,1
XVII,1646,MULATA,M,1
XVII,1646,NEGRA,F,2
XVII,1646,NEGRA,M,0
XVII,1646,SIN_CATEGORÍA,F,0
XVII,1646,SIN_CATEGORÍA,M,0
XVII,1647,CASTIZA,F,0
XVII,1647,CASTIZA,M,0
XVII,1647,ESPAÑOLA,F,3
XVII,1647,ESPAÑOLA,M,2
XVII,1647,INDIA,F,2
XVII,1647,INDIA,M,6
XVII,1647,MESTIZA,F,3
XVII,1647,MESTIZA,M,1
XVII,1647,MORISCA,F,0
XVII,1647,MORISCA,M,0
XVII,1647,MULATA,F,1
XVII,1647,MULATA,M,1
XVII,1647,NEGRA,F,0
XVII,1647,NEGRA,M,0
XVII,1647,SIN_CATEGORÍA,F,0
XVII,1647,SIN_CATEGORÍA,M,1
XVII,1648,CASTIZA,F,0
XVII,1648,CASTIZA,M,0
XVII,1648,ESPAÑOLA,F,3
XVII,1648,ESPAÑOLA,M,2
XVII,1648,INDIA,F,2
XVII,1648,INDIA,M,6
XVII,1648,MESTIZA,F,3
XVII,1648,MESTIZA,M,1
XVII,1648,MORISCA,F,0
XVII,1648,MORISCA,M,0
XVII,1648,MULATA,F,1
XVII,1648,MULATA,M,1
XVII,1648,NEGRA,F,0
XVII,1648,NEGRA,M,0
XVII,1648,SIN_CATEGORÍA,F,0
XVII,1648,SIN_CATEGORÍA,M,0
XVII,1649,CASTIZA,F,0
XVII,1649,CASTIZA,M,0
XVII,1649,ESPAÑOLA,F,1
XVII,1649,ESPAÑOLA,M,2
XVII,1649,INDIA,F,6
XVII,1649,INDIA,M,7
XVII,1649,MESTIZA,F,2
XVII,1649,MESTIZA,M,1
XVII,1649,MORISCA,F,0
XVII,1649,MORISCA,M,0
XVII,1649,MULATA,F,0
XVII,1649,MULATA,M,1
XVII,1649,NEGRA,F,1
XVII,1649,NEGRA,M,1
XVII,1649,SIN_CATEGORÍA,F,0
XVII,1649,SIN_CATEGORÍA,M,1
XVII,1650,CASTIZA,F,0
XVII,1650,CASTIZA,M,0
XVII,1650,ESPAÑOLA,F,2
XVII,1650,ESPAÑOLA,M,0
XVII,1650,INDIA,F,13
XVII,1650,INDIA,M,8
XVII,1650,MESTIZA,F,1
XVII,1650,MESTIZA,M,1
XVII,1650,MORISCA,F,0
XVII,1650,MORISCA,M,0
XVII,1650,MULATA,F,0
XVII,1650,MULATA,M,1
XVII,1650,NEGRA,F,1
XVII,1650,NEGRA,M,0
XVII,1650,SIN_CATEGORÍA,F,0
XVII,1650,SIN_CATEGORÍA,M,0
XVII,1651,CASTIZA,F,0
XVII,1651,CASTIZA,M,0
XVII,1651,ESPAÑOLA,F,7
XVII,1651,ESPAÑOLA,M,6
XVII,1651,INDIA,F,6
XVII,1651,INDIA,M,6
XVII,1651,MESTIZA,F,0
XVII,1651,MESTIZA,M,0
XVII,1651,MORISCA,F,0
XVII,1651,MORISCA,M,0
XVII,1651,MULATA,F,1
XVII,1651,MULATA,M,1
XVII,1651,NEGRA,F,1
XVII,1651,NEGRA,M,0
XVII,1651,SIN_CATEGORÍA,F,0
XVII,1651,SIN_CATEGORÍA,M,0
XVII,1652,CASTIZA,F,0
XVII,1652,CASTIZA,M,0
XVII,1652,ESPAÑOLA,F,3
XVII,1652,ESPAÑOLA,M,5
XVII,1652,INDIA,F,4
XVII,1652,INDIA,M,5
XVII,1652,MESTIZA,F,0
XVII,1652,MESTIZA,M,3
XVII,1652,MORISCA,F,0
XVII,1652,MORISCA,M,0
XVII,1652,MULATA,F,0
XVII,1652,MULATA,M,0
XVII,1652,NEGRA,F,1
XVII,1652,NEGRA,M,0
XVII,1652,SIN_CATEGORÍA,F,0
XVII,1652,SIN_CATEGORÍA,M,1
XVII,1653,CASTIZA,F,0
XVII,1653,CASTIZA,M,0
XVII,1653,ESPAÑOLA,F,0
XVII,1653,ESPAÑOLA,M,0
XVII,1653,INDIA,F,0
XVII,1653,INDIA,M,0
XVII,1653,MESTIZA,F,0
XVII,1653,MESTIZA,M,0
XVII,1653,MORISCA,F,0
XVII,1653,MORISCA,M,0
XVII,1653,MULATA,F,0
XVII,1653,MULATA,M,0
XVII,1653,NEGRA,F,0
XVII,1653,NEGRA,M,0
XVII,1653,SIN_CATEGORÍA,F,0
XVII,1653,SIN_CATEGORÍA,M,0
XVII,1654,CASTIZA,F,0
XVII,1654,CASTIZA,M,0
XVII,1654,ESPAÑOLA,F,0
XVII,1654,ESPAÑOLA,M,0
XVII,1654,INDIA,F,0
XVII,1654,INDIA,M,0
XVII,1654,MESTIZA,F,0
XVII,1654,MESTIZA,M,0
XVII,1654,MORISCA,F,0
XVII,1654,MORISCA,M,0
XVII,1654,MULATA,F,0
XVII,1654,MULATA,M,0
XVII,1654,NEGRA,F,0
XVII,1654,NEGRA,M,0
XVII,1654,SIN_CATEGORÍA,F,0
XVII,1654,SIN_CATEGORÍA,M,0
XVII,1655,CASTIZA,F,0
XVII,1655,CASTIZA,M,0
XVII,1655,ESPAÑOLA,F,3
XVII,1655,ESPAÑOLA,M,5
XVII,1655,INDIA,F,5
XVII,1655,INDIA,M,10
XVII,1655,MESTIZA,F,6
XVII,1655,MESTIZA,M,3
XVII,1655,MORISCA,F,0
XVII,1655,MORISCA,M,0
XVII,1655,MULATA,F,3
XVII,1655,MULATA,M,3
XVII,1655,NEGRA,F,1
XVII,1655,NEGRA,M,1
XVII,1655,SIN_CATEGORÍA,F,0
XVII,1655,SIN_CATEGORÍA,M,0
XVII,1656,CASTIZA,F,0
XVII,1656,CASTIZA,M,0
XVII,1656,ESPAÑOLA,F,3
XVII,1656,ESPAÑOLA,M,9
XVII,1656,INDIA,F,3
XVII,1656,INDIA,M,2
XVII,1656,MESTIZA,F,0
XVII,1656,MESTIZA,M,2
XVII,1656,MORISCA,F,0
XVII,1656,MORISCA,M,0
XVII,1656,MULATA,F,0
XVII,1656,MULATA,M,2
XVII,1656,NEGRA,F,0
XVII,1656,NEGRA,M,0
XVII,1656,SIN_CATEGORÍA,F,0
XVII,1656,SIN_CATEGORÍA,M,0
XVII,1657,CASTIZA,F,0
XVII,1657,CASTIZA,M,0
XVII,1657,ESPAÑOLA,F,2
XVII,1657,ESPAÑOLA,M,5
XVII,1657,INDIA,F,4
XVII,1657,INDIA,M,3
XVII,1657,MESTIZA,F,0
XVII,1657,MESTIZA,M,1
XVII,1657,MORISCA,F,0
XVII,1657,MORISCA,M,0
XVII,1657,MULATA,F,1
XVII,1657,MULATA,M,1
XVII,1657,NEGRA,F,0
XVII,1657,NEGRA,M,0
XVII,1657,SIN_CATEGORÍA,F,0
XVII,1657,SIN_CATEGORÍA,M,0
XVII,1658,CASTIZA,F,0
XVII,1658,CASTIZA,M,0
XVII,1658,ESPAÑOLA,F,0
XVII,1658,ESPAÑOLA,M,3
XVII,1658,INDIA,F,3
XVII,1658,INDIA,M,6
XVII,1658,MESTIZA,F,2
XVII,1658,MESTIZA,M,2
XVII,1658,MORISCA,F,0
XVII,1658,MORISCA,M,0
XVII,1658,MULATA,F,0
XVII,1658,MULATA,M,1
XVII,1658,NEGRA,F,3
XVII,1658,NEGRA,M,0
XVII,1658,SIN_CATEGORÍA,F,0
XVII,1658,SIN_CATEGORÍA,M,0
XVII,1659,CASTIZA,F,0
XVII,1659,CASTIZA,M,0
XVII,1659,ESPAÑOLA,F,7
XVII,1659,ESPAÑOLA,M,8
XVII,1659,INDIA,F,10
XVII,1659,INDIA,M,9
XVII,1659,MESTIZA,F,2
XVII,1659,MESTIZA,M,3
XVII,1659,MORISCA,F,1
XVII,1659,MORISCA,M,0
XVII,1659,MULATA,F,2
XVII,1659,MULATA,M,1
XVII,1659,NEGRA,F,1
XVII,1659,NEGRA,M,0
XVII,1659,SIN_CATEGORÍA,F,0
XVII,1659,SIN_CATEGORÍA,M,2
XVII,1660,CASTIZA,F,0
XVII,1660,CASTIZA,M,0
XVII,1660,ESPAÑOLA,F,1
XVII,1660,ESPAÑOLA,M,10
XVII,1660,INDIA,F,7
XVII,1660,INDIA,M,6
XVII,1660,MESTIZA,F,3
XVII,1660,MESTIZA,M,2
XVII,1660,MORISCA,F,0
XVII,1660,MORISCA,M,0
XVII,1660,MULATA,F,1
XVII,1660,MULATA,M,2
XVII,1660,NEGRA,F,0
XVII,1660,NEGRA,M,0
XVII,1660,SIN_CATEGORÍA,F,0
XVII,1660,SIN_CATEGORÍA,M,0
XVII,1661,CASTIZA,F,0
XVII,1661,CASTIZA,M,0
XVII,1661,ESPAÑOLA,F,0
XVII,1661,ESPAÑOLA,M,0
XVII,1661,INDIA,F,5
XVII,1661,INDIA,M,8
XVII,1661,MESTIZA,F,1
XVII,1661,MESTIZA,M,1
XVII,1661,MORISCA,F,0
XVII,1661,MORISCA,M,0
XVII,1661,MULATA,F,0
XVII,1661,MULATA,M,2
XVII,1661,NEGRA,F,0
XVII,1661,NEGRA,M,0
XVII,1661,SIN_CATEGORÍA,F,0
XVII,1661,SIN_CATEGORÍA,M,0
XVII,1662,CASTIZA,F,0
XVII,1662,CASTIZA,M,0
XVII,1662,ESPAÑOLA,F,1
XVII,1662,ESPAÑOLA,M,3
XVII,1662,INDIA,F,3
XVII,1662,INDIA,M,4
XVII,1662,MESTIZA,F,2
XVII,1662,MESTIZA,M,1
XVII,1662,MORISCA,F,0
XVII,1662,MORISCA,M,0
XVII,1662,MULATA,F,0
XVII,1662,MULATA,M,1
XVII,1662,NEGRA,F,0
XVII,1662,NEGRA,M,1
XVII,1662,SIN_CATEGORÍA,F,0
XVII,1662,SIN_CATEGORÍA,M,0
XVII,1663,CASTIZA,F,0
XVII,1663,CASTIZA,M,0
XVII,1663,ESPAÑOLA,F,3
XVII,1663,ESPAÑOLA,M,3
XVII,1663,INDIA,F,1
XVII,1663,INDIA,M,2
XVII,1663,MESTIZA,F,1
XVII,1663,MESTIZA,M,0
XVII,1663,MORISCA,F,0
XVII,1663,MORISCA,M,0
XVII,1663,MULATA,F,1
XVII,1663,MULATA,M,2
XVII,1663,NEGRA,F,0
XVII,1663,NEGRA,M,0
XVII,1663,SIN_CATEGORÍA,F,0
XVII,1663,SIN_CATEGORÍA,M,0
XVII,1664,CASTIZA,F,0
XVII,1664,CASTIZA,M,0
XVII,1664,ESPAÑOLA,F,2
XVII,1664,ESPAÑOLA,M,8
XVII,1664,INDIA,F,3
XVII,1664,INDIA,M,7
XVII,1664,MESTIZA,F,2
XVII,1664,MESTIZA,M,2
XVII,1664,MORISCA,F,1
XVII,1664,MORISCA,M,0
XVII,1664,MULATA,F,4
XVII,1664,MULATA,M,0
XVII,1664,NEGRA,F,0
XVII,1664,NEGRA,M,0
XVII,1664,SIN_CATEGORÍA,F,0
XVII,1664,SIN_CATEGORÍA,M,0
XVII,1665,CASTIZA,F,0
XVII,1665,CASTIZA,M,0
XVII,1665,ESPAÑOLA,F,18
XVII,1665,ESPAÑOLA,M,12
XVII,1665,INDIA,F,32
XVII,1665,INDIA,M,16
XVII,1665,MESTIZA,F,10
XVII,1665,MESTIZA,M,8
XVII,1665,MORISCA,F,0
XVII,1665,MORISCA,M,0
XVII,1665,MULATA,F,2
XVII,1665,MULATA,M,2
XVII,1665,NEGRA,F,0
XVII,1665,NEGRA,M,2
XVII,1665,SIN_CATEGORÍA,F,0
XVII,1665,SIN_CATEGORÍA,M,0
XVII,1666,CASTIZA,F,0
XVII,1666,CASTIZA,M,0
XVII,1666,ESPAÑOLA,F,5
XVII,1666,ESPAÑOLA,M,6
XVII,1666,INDIA,F,4
XVII,1666,INDIA,M,3
XVII,1666,MESTIZA,F,2
XVII,1666,MESTIZA,M,3
XVII,1666,MORISCA,F,0
XVII,1666,MORISCA,M,0
XVII,1666,MULATA,F,2
XVII,1666,MULATA,M,1
XVII,1666,NEGRA,F,1
XVII,1666,NEGRA,M,1
XVII,1666,SIN_CATEGORÍA,F,0
XVII,1666,SIN_CATEGORÍA,M,0
XVII,1667,CASTIZA,F,0
XVII,1667,CASTIZA,M,0
XVII,1667,ESPAÑOLA,F,8
XVII,1667,ESPAÑOLA,M,9
XVII,1667,INDIA,F,9
XVII,1667,INDIA,M,8
XVII,1667,MESTIZA,F,5
XVII,1667,MESTIZA,M,4
XVII,1667,MORISCA,F,0
XVII,1667,MORISCA,M,0
XVII,1667,MULATA,F,1
XVII,1667,MULATA,M,0
XVII,1667,NEGRA,F,0
XVII,1667,NEGRA,M,0
XVII,1667,SIN_CATEGORÍA,F,0
XVII,1667,SIN_CATEGORÍA,M,1
XVII,1668,CASTIZA,F,0
XVII,1668,CASTIZA,M,0
XVII,1668,ESPAÑOLA,F,8
XVII,1668,ESPAÑOLA,M,5
XVII,1668,INDIA,F,8
XVII,1668,INDIA,M,6
XVII,1668,MESTIZA,F,1
XVII,1668,MESTIZA,M,4
XVII,1668,MORISCA,F,0
XVII,1668,MORISCA,M,0
XVII,1668,MULATA,F,4
XVII,1668,MULATA,M,0
XVII,1668,NEGRA,F,1
XVII,1668,NEGRA,M,0
XVII,1668,SIN_CATEGORÍA,F,1
XVII,1668,SIN_CATEGORÍA,M,0
XVII,1669,CASTIZA,F,0
XVII,1669,CASTIZA,M,0
XVII,1669,ESPAÑOLA,F,20
XVII,1669,ESPAÑOLA,M,13
XVII,1669,INDIA,F,4
XVII,1669,INDIA,M,13
XVII,1669,MESTIZA,F,5
XVII,1669,MESTIZA,M,6
XVII,1669,MORISCA,F,1
XVII,1669,MORISCA,M,0
XVII,1669,MULATA,F,2
XVII,1669,MULATA,M,3
XVII,1669,NEGRA,F,2
XVII,1669,NEGRA,M,0
XVII,1669,SIN_CATEGORÍA,F,0
XVII,1669,SIN_CATEGORÍA,M,1
XVII,1670,CASTIZA,F,0
XVII,1670,CASTIZA,M,0
XVII,1670,ESPAÑOLA,F,4
XVII,1670,ESPAÑOLA,M,8
XVII,1670,INDIA,F,2
XVII,1670,INDIA,M,1
XVII,1670,MESTIZA,F,2
XVII,1670,MESTIZA,M,1
XVII,1670,MORISCA,F,0
XVII,1670,MORISCA,M,0
XVII,1670,MULATA,F,0
XVII,1670,MULATA,M,0
XVII,1670,NEGRA,F,0
XVII,1670,NEGRA,M,0
XVII,1670,SIN_CATEGORÍA,F,0
XVII,1670,SIN_CATEGORÍA,M,0
XVII,1671,CASTIZA,F,0
XVII,1671,CASTIZA,M,0
XVII,1671,ESPAÑOLA,F,4
XVII,1671,ESPAÑOLA,M,9
XVII,1671,INDIA,F,4
XVII,1671,INDIA,M,7
XVII,1671,MESTIZA,F,3
XVII,1671,MESTIZA,M,2
XVII,1671,MORISCA,F,0
XVII,1671,MORISCA,M,0
XVII,1671,MULATA,F,1
XVII,1671,MULATA,M,0
XVII,1671,NEGRA,F,1
XVII,1671,NEGRA,M,0
XVII,1671,SIN_CATEGORÍA,F,0
XVII,1671,SIN_CATEGORÍA,M,0
XVII,1672,CASTIZA,F,0
XVII,1672,CASTIZA,M,0
XVII,1672,ESPAÑOLA,F,3
XVII,1672,ESPAÑOLA,M,4
XVII,1672,INDIA,F,1
XVII,1672,INDIA,M,4
XVII,1672,MESTIZA,F,5
XVII,1672,MESTIZA,M,3
XVII,1672,MORISCA,F,0
XVII,1672,MORISCA,M,0
XVII,1672,MULATA,F,1
XVII,1672,MULATA,M,1
XVII,1672,NEGRA,F,0
XVII,1672,NEGRA,M,0
XVII,1672,SIN_CATEGORÍA,F,0
XVII,1672,SIN_CATEGORÍA,M,0
XVII,1673,CASTIZA,F,0
XVII,1673,CASTIZA,M,0
XVII,1673,ESPAÑOLA,F,10
XVII,1673,ESPAÑOLA,M,19
XVII,1673,INDIA,F,9
XVII,1673,INDIA,M,8
XVII,1673,MESTIZA,F,5
XVII,1673,MESTIZA,M,2
XVII,1673,MORISCA,F,0
XVII,1673,MORISCA,M,1
XVII,1673,MULATA,F,2
XVII,1673,MULATA,M,4
XVII,1673,NEGRA,F,0
XVII,1673,NEGRA,M,1
XVII,1673,SIN_CATEGORÍA,F,0
XVII,1673,SIN_CATEGORÍA,M,0
XVII,1674,CASTIZA,F,0
XVII,1674,CASTIZA,M,0
XVII,1674,ESPAÑOLA,F,9
XVII,1674,ESPAÑOLA,M,12
XVII,1674,INDIA,F,10
XVII,1674,INDIA,M,8
XVII,1674,MESTIZA,F,2
XVII,1674,MESTIZA,M,1
XVII,1674,MORISCA,F,0
XVII,1674,MORISCA,M,0
XVII,1674,MULATA,F,2
XVII,1674,MULATA,M,3
XVII,1674,NEGRA,F,0
XVII,1674,NEGRA,M,2
XVII,1674,SIN_CATEGORÍA,F,0
XVII,1674,SIN_CATEGORÍA,M,0
XVII,1675,CASTIZA,F,0
XVII,1675,CASTIZA,M,0
XVII,1675,ESPAÑOLA,F,4
XVII,1675,ESPAÑOLA,M,11
XVII,1675,INDIA,F,3
XVII,1675,INDIA,M,3
XVII,1675,MESTIZA,F,4
XVII,1675,MESTIZA,M,3
XVII,1675,MORISCA,F,0
XVII,1675,MORISCA,M,1
XVII,1675,MULATA,F,2
XVII,1675,MULATA,M,3
XVII,1675,NEGRA,F,0
XVII,1675,NEGRA,M,1
XVII,1675,SIN_CATEGORÍA,F,0
XVII,1675,SIN_CATEGORÍA,M,0
XVII,1676,CASTIZA,F,0
XVII,1676,CASTIZA,M,0
XVII,1676,ESPAÑOLA,F,8
XVII,1676,ESPAÑOLA,M,3
XVII,1676,INDIA,F,7
XVII,1676,INDIA,M,7
XVII,1676,MESTIZA,F,1
XVII,1676,MESTIZA,M,4
XVII,1676,MORISCA,F,0
XVII,1676,MORISCA,M,1
XVII,1676,MULATA,F,6
XVII,1676,MULATA,M,6
XVII,1676,NEGRA,F,3
XVII,1676,NEGRA,M,1
XVII,1676,SIN_CATEGORÍA,F,0
XVII,1676,SIN_CATEGORÍA,M,0
XVII,1677,CASTIZA,F,0
XVII,1677,CASTIZA,M,0
XVII,1677,ESPAÑOLA,F,2
XVII,1677,ESPAÑOLA,M,9
XVII,1677,INDIA,F,8
XVII,1677,INDIA,M,6
XVII,1677,MESTIZA,F,4
XVII,1677,MESTIZA,M,3
XVII,1677,MORISCA,F,0
XVII,1677,MORISCA,M,0
XVII,1677,MULATA,F,1
XVII,1677,MULATA,M,2
XVII,1677,NEGRA,F,0
XVII,1677,NEGRA,M,3
XVII,1677,SIN_CATEGORÍA,F,0
XVII,1677,SIN_CATEGORÍA,M,0
XVII,1678,CASTIZA,F,0
XVII,1678,CASTIZA,M,0
XVII,1678,ESPAÑOLA,F,7
XVII,1678,ESPAÑOLA,M,14
XVII,1678,INDIA,F,16
XVII,1678,INDIA,M,14
XVII,1678,MESTIZA,F,5
XVII,1678,MESTIZA,M,4
XVII,1678,MORISCA,F,0
XVII,1678,MORISCA,M,2
XVII,1678,MULATA,F,0
XVII,1678,MULATA,M,0
XVII,1678,NEGRA,F,0
XVII,1678,NEGRA,M,3
XVII,1678,SIN_CATEGORÍA,F,0
XVII,1678,SIN_CATEGORÍA,M,0
XVII,1679,CASTIZA,F,0
XVII,1679,CASTIZA,M,0
XVII,1679,ESPAÑOLA,F,7
XVII,1679,ESPAÑOLA,M,16
XVII,1679,INDIA,F,7
XVII,1679,INDIA,M,7
XVII,1679,MESTIZA,F,3
XVII,1679,MESTIZA,M,5
XVII,1679,MORISCA,F,0
XVII,1679,MORISCA,M,0
XVII,1679,MULATA,F,1
XVII,1679,MULATA,M,2
XVII,1679,NEGRA,F,0
XVII,1679,NEGRA,M,0
XVII,1679,SIN_CATEGORÍA,F,0
XVII,1679,SIN_CATEGORÍA,M,0
XVII,1680,CASTIZA,F,0
XVII,1680,CASTIZA,M,0
XVII,1680,ESPAÑOLA,F,8
XVII,1680,ESPAÑOLA,M,7
XVII,1680,INDIA,F,7
XVII,1680,INDIA,M,11
XVII,1680,MESTIZA,F,5
XVII,1680,MESTIZA,M,5
XVII,1680,MORISCA,F,0
XVII,1680,MORISCA,M,0
XVII,1680,MULATA,F,2
XVII,1680,MULATA,M,2
XVII,1680,NEGRA,F,0
XVII,1680,NEGRA,M,0
XVII,1680,SIN_CATEGORÍA,F,0
XVII,1680,SIN_CATEGORÍA,M,0
XVII,1681,CASTIZA,F,0
XVII,1681,CASTIZA,M,0
XVII,1681,ESPAÑOLA,F,13
XVII,1681,ESPAÑOLA,M,7
XVII,1681,INDIA,F,13
XVII,1681,INDIA,M,14
XVII,1681,MESTIZA,F,6
XVII,1681,MESTIZA,M,1
XVII,1681,MORISCA,F,0
XVII,1681,MORISCA,M,0
XVII,1681,MULATA,F,2
XVII,1681,MULATA,M,2
XVII,1681,NEGRA,F,3
XVII,1681,NEGRA,M,0
XVII,1681,SIN_CATEGORÍA,F,0
XVII,1681,SIN_CATEGORÍA,M,0
XVII,1682,CASTIZA,F,0
XVII,1682,CASTIZA,M,0
XVII,1682,ESPAÑOLA,F,15
XVII,1682,ESPAÑOLA,M,8
XVII,1682,INDIA,F,4
XVII,1682,INDIA,M,8
XVII,1682,MESTIZA,F,3
XVII,1682,MESTIZA,M,7
XVII,1682,MORISCA,F,0
XVII,1682,MORISCA,M,0
XVII,1682,MULATA,F,2
XVII,1682,MULATA,M,0
XVII,1682,NEGRA,F,1
XVII,1682,NEGRA,M,0
XVII,1682,SIN_CATEGORÍA,F,0
XVII,1682,SIN_CATEGORÍA,M,0
XVII,1683,CASTIZA,F,0
XVII,1683,CASTIZA,M,0
XVII,1683,ESPAÑOLA,F,8
XVII,1683,ESPAÑOLA,M,17
XVII,1683,INDIA,F,15
XVII,1683,INDIA,M,23
XVII,1683,MESTIZA,F,4
XVII,1683,MESTIZA,M,9
